api,og_code,district,county,county_no,ofcu_well_priority,operator_name,operator_no,lease_name,lease_no,well_no,field_name,field_no,sfp_code,ice_inspection_date,ice_inspection_id,sb639_enf,sb639_r15,months_delinquent,oil_unit_no,water_land_code,multi_comp_flag,api_depth,wb_shutin_dt,well_shutin_dt,wb_14b2_flag,well_type_name,plug_date,plug_lease_name,plug_operator_name,recent_permit,recent_permit_lease_name,recent_permit_operator_no,on_schedule,og_wellbore_ewa_id,w2g1_filed_date,w2g1_date,completion_date,w3_file_date,p5_renewal_month,p5_renewal_year,p5_org_status,current_inactive_yrs,current_inactive_months,wl_14b2_ext_status,wl_14b2_mech_integ,wl_14b2_plg_ord_sf,wl_14b2_pollution,wl_14b2_fldops_hold,wl_14b2_h15_prob,wl_14b2_h15_delq,wl_14b2_oper_delq,wl_14b2_dist_sfp,wl_14b2_dist_sf_clnup,wl_14b2_dist_st_plg,wl_14b2_good_faith,wl_14b2_well_other,surf_eqp_viol,w3x_viol,h15_status_code
07101186,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT #1,16366,13,"TRINITY BAY, WEST (FRIO 7)",91270150,,2020-08-20,678177,,Rule 15,12,,B,,8636,201707,201707,Y,SHUT IN,,TRINITY BAY STATE UNIT #1,GALVESTON BAY OPERATING CO LLC,154818,TRINITY BAY STATE UNIT #1,293375,Y,4827898497,20120403,20110907,19820501,,5,2022,D,3,11,D, , , , , ,X,O,,,,,,,,D
07102551,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,05351,69D,TRINITY BAY,91264001,,2020-08-20,678182,,Rule 15,12,,B,Y,8200,201607,201607,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898693,19840112,19791023,19620209,,5,2022,D,4,11,D, , , , , ,X,O,,,,,,,,D
07102553,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,08003,39,"TRINITY BAY (FRIO 5, EAST)",91264217,,2020-08-06,673738,,Rule 15,12,,B,,8410,200203,200203,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,324391,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898695,19870828,19870508,,,5,2022,D,19,3,D, , , , , ,X,O,,,,,,,,D
07102556,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT #1,16366,73,"TRINITY BAY, WEST (FRIO 7)",91270150,,,,,Rule 15,12,,B,,9300,201706,201706,Y,SHUT IN,,TRINITY BAY STATE UNIT #1,GALVESTON BAY OPERATING CO LLC,234289,TRINITY BAY STATE UNIT #1,293375,Y,4827898696,20070510,20060810,20050408,,5,2022,D,4,0,D, , , , , , ,O,,,,,,,,C
07102558,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,05351,75F,TRINITY BAY,91264001,,2020-08-06,671750,,Rule 15,12,,B,Y,8606,201910,201910,Y,NO PRODUCTION,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,418115,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898698,20120403,20110907,19931118,,5,2022,D,1,8,D, , , , , , ,O,,,,,,,,C
07102560,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,08003,79F,"TRINITY BAY (FRIO 5, EAST)",91264217,,2020-08-06,671803,,Rule 15,12,,B,Y,9802,199801,199801,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898701,19840112,,19700609,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
07102561,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT #1,16366,63D,"TRINITY BAY, WEST (FRIO 7)",91270150,,2020-08-20,675279,,Rule 15,12,,B,Y,8225,200801,200801,Y,SHUT IN,,TRINITY BAY STATE UNIT #1,GALVESTON BAY OPERATING CO LLC,,TRINITY BAY STATE UNIT #1,293375,Y,4827898704,19840112,,19830301,,5,2022,D,13,5,D, , , , , ,X,O,,,,,,,,D
07102563,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,05351,10,TRINITY BAY,91264001,,2020-08-20,675283,,Rule 15,12,,B,,8600,200711,200711,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898705,20080114,20070426,20050517,,5,2022,D,13,7,D, , , , , , ,O,,,,,,,,U
07102566,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,05351,78F,TRINITY BAY,91264001,,2020-08-20,677729,,Rule 15,12,,B,Y,8305,200607,200607,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898706,19840112,,,,5,2022,D,14,11,D, , , , , ,X,O,,,,,,,,D
07102568,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,05351,48,TRINITY BAY,91264001,,2020-08-20,675285,,Rule 15,12,,B,,8580,199907,199907,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898708,19870217,19861208,19820223,,5,2022,D,21,11,D, , , , , ,X,O,,,,,,,,D
07102573,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,05351,9,TRINITY BAY,91264001,,2020-08-20,677732,,Rule 15,12,,B,,8600,200301,200301,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898709,19910226,19910128,19900904,,5,2022,D,18,5,D, , , , , ,X,O,,,,,,,,D
07102583,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,05351,28,TRINITY BAY,91264001,,2020-08-20,677726,,Rule 15,12,,B,,8400,200807,200807,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,237076,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898710,19850319,19850222,19841211,,5,2022,D,12,11,D, , , , , ,X,O,,,,,,,,D
07102583,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,05351,28,TRINITY BAY,91264001,,2020-08-20,677726,,Rule 15,12,,B,,8400,200807,200807,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,188187,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898711,19850319,19850222,19841211,,5,2022,D,12,11,D, , , , , ,X,O,,,,,,,,D
07102584,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT #1,09191,74F,"TRINITY BAY (FRIO 16, NE.)",91264899,,2020-08-20,677724,,Rule 15,12,,B,Y,8600,199801,199801,Y,SHUT IN,,TRINITY BAY STATE UNIT #1,GALVESTON BAY OPERATING CO LLC,228132,TRINITY BAY STATE UNIT #1,293375,Y,4827898713,19840810,19840726,19840707,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
07102712,G,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,FR TRACT 1-4B,050279,70F,FISHERS REEF (FRIO 1-A),31028128,,2017-03-28,202841,,Rule 15,12,,B,Y,8870,199801,199801,Y,TEMP ABANDONED,,FR TRACT 1-4B,GALVESTON BAY OPERATING CO LLC,,FR TRACT 1-4B,293375,Y,4827898726,19840112,,19671110,,5,2022,D,23,5,D, , , , ,V, ,O,,,,,,,,N
07102717,G,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,FR TRACT 1-4B,093112,68H,FISHERS REEF (FRIO 6),31028320,,2017-03-28,202834,,Rule 15,12,,B,Y,9051,199801,199801,Y,TEMP ABANDONED,,FR TRACT 1-4B,GALVESTON BAY OPERATING CO LLC,102550,FR TRACT 1-4B,293375,Y,4827898729,19840112,19810504,19810109,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
07102718,G,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,FISHERS REEF FIELD UNIT NO. 2,107193,67H,FISHERS REEF (FRIO 8200),31028832,,2017-03-28,202837,,Rule 15,12,,B,Y,9260,199801,199801,Y,TEMP ABANDONED,,FISHERS REEF FIELD UNIT NO. 2,GALVESTON BAY OPERATING CO LLC,191216,FISHERS REEF FIELD UNIT NO. 2,293375,Y,4827898732,19840112,19830921,19830803,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
07102720,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,FISHERS REEF FIELD UNIT #1,06384,12,FISHERS REEF,31028001,,2017-03-28,202842,,Rule 15,12,,B,,9051,200301,200301,Y,SHUT IN,,FISHERS REEF FIELD UNIT #1,GALVESTON BAY OPERATING CO LLC,,FISHERS REEF FIELD UNIT #1,293375,Y,4827898735,19840112,19750819,19730502,,5,2022,D,18,5,D, , , , , ,X,O,,,,,,,,D
07102729,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,FR STATE TRACT 46,20366,59D,FISHERS REEF (FRIO  4-B),31028224,,2017-03-28,202805,,Rule 15,12,,B,Y,9017,199801,199801,Y,SHUT IN,,FR STATE TRACT 46,GALVESTON BAY OPERATING CO LLC,342197,FR STATE TRACT 46,293375,Y,4827898737,19890330,19890214,19881027,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
07102730,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,FR TRACT 46,09719,2,FISHERS REEF (FRIO  6-C WEST),31028384,,2017-03-28,202217,,Rule 15,12,,B,,9005,199801,199801,Y,SHUT IN,,FR TRACT 46,GALVESTON BAY OPERATING CO LLC,228304,FR TRACT 46,293375,Y,4827898738,19840508,19840418,19840328,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
07102731,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,FISHERS REEF FIELD UNIT #1,06384,10,FISHERS REEF,31028001,,2017-03-28,202809,,Rule 15,12,,B,,9200,201910,201910,Y,NO PRODUCTION,,FISHERS REEF FIELD UNIT #1,GALVESTON BAY OPERATING CO LLC,,FISHERS REEF FIELD UNIT #1,293375,Y,4827898739,20110811,20070426,20040210,,5,2022,D,1,8,D, , , , , , ,O,,,,,,,,C
07102732,G,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,FR TRACT 46,100236,51,FISHERS REEF (FRIO 6),31028320,,2017-03-28,202808,,Rule 15,12,,B,,9054,200701,200701,Y,TEMP ABANDONED,,FR TRACT 46,GALVESTON BAY OPERATING CO LLC,153134,FR TRACT 46,293375,Y,4827898740,19840112,19820526,19820426,,5,2022,D,14,5,D, , , , , ,X,O,,,,,,,,D
07102952,G,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,RFR TRACT 246,037296,2,"RED FISH REEF (FB B-1, FRIO 10)",75234403,,2020-08-06,673742,,Rule 15,12,,B,,10178,199904,199904,Y,TEMP ABANDONED,,RFR TRACT 246,GALVESTON BAY OPERATING CO LLC,,RFR TRACT 246,293375,Y,4827898764,19840112,19651001,19650917,,5,2022,D,22,2,D, , , , , ,X,O,,,,,,,,D
07102954,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,RFR TRACT 246,06840,120,RED FISH REEF (FRIO 25-A),75234858,,2017-03-21,199825,,Rule 15,12,,B,,12144,201811,201811,Y,SHUT IN,,RFR TRACT 246,GALVESTON BAY OPERATING CO LLC,,RFR TRACT 246,293375,Y,4827898765,19840112,,,,5,2022,D,2,7,D, , , , , ,X,O,,,,,,,,D
07102955,G,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,RFR TRACT 246,073274,73,"RED FISH REEF (FB B-3, FRIO 4)",75234559,,2017-03-21,199830,,Rule 15,12,,B,,9650,199801,199801,Y,TEMP ABANDONED,,RFR TRACT 246,GALVESTON BAY OPERATING CO LLC,003429,RFR TRACT 246,293375,Y,4827898766,19960425,19960220,19770924,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
07103190,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,08448,87D,TRINITY BAY (FRIO 14-C),91264682,,2020-08-06,671110,,Rule 15,12,,B,Y,8550,199801,199801,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,279126,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898781,19851223,19851017,19850714,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
07103190,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,08448,87D,TRINITY BAY (FRIO 14-C),91264682,,2020-08-06,671110,,Rule 15,12,,B,Y,8550,199801,199801,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,229170,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898782,19851223,19851017,19850714,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
07103197,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,08444,85F,TRINITY BAY (FRIO  1),91264062,,2020-08-06,668347,,Rule 15,12,,B,Y,8200,199801,199801,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898785,19840112,,,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
07102887,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,RFR TRACT 225,16782,50,RED FISH REEF (FB B-2B FRIO 5),75234535,,2017-03-21,199819,,Rule 15,12,,B,Y,10000,200706,200706,Y,NO PRODUCTION,,RFR TRACT 225,GALVESTON BAY OPERATING CO LLC,191314,RFR TRACT 225,293375,Y,4827898745,19850327,19850228,19830701,,5,2022,D,14,0,D, , , , , ,X,O,,,,,,,,D
07102888,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,RFR FRIO 15 GU,23981,46,RED FISH REEF S. (FRIO 15),75239333,,2017-03-21,199818,,Rule 15,12,,B,,11258,201808,201808,Y,SHUT IN,,RFR FRIO 15 GU,GALVESTON BAY OPERATING CO LLC,,RFR FRIO 15 GU,293375,Y,4827898746,20010510,,,,5,2022,D,2,10,D, , , , , ,X,O,,,,,,,,D
07102891,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,RFR FRIO 15 GU,23981,139,RED FISH REEF S. (FRIO 15),75239333,,2017-03-21,199836,,Rule 15,12,,B,,12650,201902,201902,Y,NO PRODUCTION,,RFR FRIO 15 GU,GALVESTON BAY OPERATING CO LLC,010987,RFR FRIO 15 GU,293375,Y,4827898747,20010723,20010412,,,5,2022,D,2,4,D, , , , , ,X,O,,,,,,,,D
07102897,G,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,RFR TRACT 225,093316,132,RED FISH REEF (FB A FRIO 11),75234039,,2017-03-21,199838,,Rule 15,12,,B,,11850,200808,200808,Y,TEMP ABANDONED,,RFR TRACT 225,GALVESTON BAY OPERATING CO LLC,122004,RFR TRACT 225,293375,Y,4827898749,19940912,19940728,19940529,,5,2022,D,12,10,D, , , , , ,X,O,,,,,,,,D
07102586,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,05351,22,TRINITY BAY,91264001,,2020-08-20,677725,,Rule 15,12,,B,,8308,199801,199801,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898714,19840112,,,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
07102624,G,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT 1,111094,42,TRINITY BAY (FRIO 3),91264093,,2020-08-06,668342,,Rule 15,12,,B,,8450,199801,199801,Y,TEMP ABANDONED,,TRINITY BAY STATE UNIT 1,GALVESTON BAY OPERATING CO LLC,234493,TRINITY BAY STATE UNIT 1,293375,Y,4827898715,19840703,19840621,19840519,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
07102626,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,08004,35,TRINITY BAY (FRIO  9),91264465,,2020-08-06,671116,,Rule 15,12,,B,,8400,201905,201905,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898716,20120612,20110907,19690417,,5,2022,D,2,1,D, , , , , ,X,O,,,,,,,,D
07102627,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,08004,12,TRINITY BAY (FRIO  9),91264465,,2020-08-06,673746,,Rule 15,12,,B,,8600,201301,201301,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,288587,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898717,20120403,20110907,19851114,,5,2022,D,8,5,D, , , , , ,X,O,,,,,,,,D
07102628,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,08004,19,TRINITY BAY (FRIO  9),91264465,,2020-08-06,668340,,Rule 15,12,,B,,7850,199801,199801,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898718,19840112,19690122,,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
07102631,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT 1,20932,53,TRINITY BAY (FRIO 10),91264527,,2020-08-06,668338,,Rule 15,12,,B,,8600,200801,200801,Y,SHUT IN,,TRINITY BAY STATE UNIT 1,GALVESTON BAY OPERATING CO LLC,376343,TRINITY BAY STATE UNIT 1,293375,Y,4827898719,19910423,19910301,19901219,,5,2022,D,13,5,D, , , , , ,X,O,,,,,,,,D
07102632,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,08004,76F,TRINITY BAY (FRIO  9),91264465,,2020-08-06,668352,,Rule 15,12,,B,Y,8604,200301,200301,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898720,19840112,,,,5,2022,D,18,5,D, , , , , ,X,O,,,,,,,,D
07102637,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,08004,32,TRINITY BAY (FRIO  9),91264465,,2020-08-20,678180,,Rule 15,12,,B,,8400,200607,200607,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,022772,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898723,19840112,19790215,19781212,,5,2022,D,14,11,D, , , , , ,X,O,,,,,,,,D
07102640,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,19344,64,"TRINITY BAY (FRIO 6, WEST)",91264310,,2020-08-06,668350,,Rule 15,12,,B,,8430,201407,201407,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,304853,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898724,20120702,20110907,19860823,,5,2022,D,6,11,D, , , , , ,X,O,,,,,,,,D
07102642,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,08444,68,TRINITY BAY (FRIO  1),91264062,,2020-08-06,668310,,Rule 15,12,,B,,8450,200809,200809,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,376344,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898725,20120403,20110907,19901220,,5,2022,D,12,9,D, , , , , ,X,O,,,,,,,,D
07103276,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,RFR TRACT 225,08945,166,"RED FISH REEF (FB B-2B, FRIO 1)",75234520,,2017-03-21,199835,,Rule 15,12,,B,,8711,199801,199801,Y,SHUT IN,,RFR TRACT 225,GALVESTON BAY OPERATING CO LLC,,RFR TRACT 225,293375,Y,4827898801,19840112,19650511,,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
07103355,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,FISHERS REEF FIELD UNIT #1,06384,89D,FISHERS REEF,31028001,,2017-03-28,202843,,Rule 15,12,,B,Y,9030,199807,199807,Y,SHUT IN,,FISHERS REEF FIELD UNIT #1,GALVESTON BAY OPERATING CO LLC,064042,FISHERS REEF FIELD UNIT #1,293375,Y,4827898804,19840112,19800206,19791228,,5,2022,D,22,11,D, , , , , ,X,O,,,,,,,,D
07103457,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,05351,105D,TRINITY BAY,91264001,,2020-08-20,677733,,Rule 15,12,,B,Y,8450,199801,199801,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898808,19840112,19680911,19680831,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
07103487,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT 1,20872,106D,TRINITY BAY (FRIO 15),91264713,,2020-08-20,675282,,Rule 15,12,,B,Y,8650,199801,199801,Y,SHUT IN,,TRINITY BAY STATE UNIT 1,GALVESTON BAY OPERATING CO LLC,373341,TRINITY BAY STATE UNIT 1,293375,Y,4827898813,19910212,,,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
07130006,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,TRINITY BAY STATE UNIT NO. 1,05351,109H,TRINITY BAY,91264001,,2020-08-06,672436,,Rule 15,12,,B,Y,8600,199801,199801,Y,SHUT IN,,TRINITY BAY STATE UNIT NO. 1,GALVESTON BAY OPERATING CO LLC,,TRINITY BAY STATE UNIT NO. 1,293375,Y,4827898821,19840112,,19780320,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
07102899,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,RFR TRACT 225,13868,124,"RED FISH REEF (FB B-1, FRIO 22A)",75234468,,2017-03-21,199833,,Rule 15,12,,B,,12568,199801,199801,Y,SHUT IN,,RFR TRACT 225,GALVESTON BAY OPERATING CO LLC,065693,RFR TRACT 225,293375,Y,4827898750,19840112,19801230,19801108,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
07102901,G,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,RFR TRACT 224,052698,141U,"RED FISH REEF (FB A-2, FRIO 19)",75234247,,2017-03-21,199245,,Rule 15,12,,B,Y,11515,202001,202001,Y,PRODUCING,,RFR TRACT 224,GALVESTON BAY OPERATING CO LLC,,RFR TRACT 224,293375,Y,4827898752,19840112,,19720516,,5,2022,D,1,5,,,,,,,,,,,,,,,,C
07102905,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,RFR TRACT 224,05540,24,RED FISH REEF (FRIO 2-A SAND),75234689,,2020-08-06,673739,,Rule 15,12,,B,,8703,200001,200001,Y,SHUT IN,,RFR TRACT 224,GALVESTON BAY OPERATING CO LLC,,RFR TRACT 224,293375,Y,4827898753,19840112,,,,5,2022,D,21,5,D, , , , , ,X,O,,,,,,,,D
07102906,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,RFR TRACT 224,19742,34,"RED FISH REEF (FB A-1, FRIO 3B)",75234058,,2020-08-06,673741,,Rule 15,12,,B,,10614,199801,199801,Y,SHUT IN,,RFR TRACT 224,GALVESTON BAY OPERATING CO LLC,325499,RFR TRACT 224,293375,Y,4827898754,19870910,19870811,19870716,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
07102908,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,R F R TRACT 224,19571,42,"RED FISH REEF (FB A-3, FRIO 8)",75234289,,2017-03-21,199238,,Rule 15,12,,B,,10850,202001,202001,Y,PRODUCING,,R F R TRACT 224,GALVESTON BAY OPERATING CO LLC,325729,R F R TRACT 224,293375,Y,4827898755,19890831,19890721,19890607,,5,2022,D,1,5,,,,,,,,,,,,,,,,A
07102910,G,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,RFR TRACT 224,130037,131,RED FISH REEF (MIOCENE 2900),75234895,,2017-03-21,199240,,Rule 15,12,,B,,8803,200604,200604,Y,TEMP ABANDONED,,RFR TRACT 224,GALVESTON BAY OPERATING CO LLC,353182,RFR TRACT 224,293375,Y,4827898756,19890330,19890313,19890112,,5,2022,D,15,2,D, , , , , ,X,O,,,,,,,,D
07102935,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,RFR TRACT 247,19401,106,RED FISH REEF (FRIO 2-A SAND),75234689,,2017-03-21,198584,,Rule 15,12,,B,,8855,200602,200602,Y,SHUT IN,,RFR TRACT 247,GALVESTON BAY OPERATING CO LLC,352795,RFR TRACT 247,293375,Y,4827898757,19890706,19890621,19890225,,5,2022,D,15,4,D, , , , , ,X,O,,,,,,,,D
07102936,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,RFR TRACT 247,19480,119,"RED FISH REEF (FB A-1, FRIO 8)",75234081,,2017-03-21,198582,,Rule 15,12,,B,,11630,200411,200411,Y,SHUT IN,,RFR TRACT 247,GALVESTON BAY OPERATING CO LLC,321397,RFR TRACT 247,293375,Y,4827898758,19880929,19880902,19880414,,5,2022,D,16,7,D, , , , , ,X,O,,,,,,,,D
07102939,O,03,CHAMBERS,071,,GALVESTON BAY OPERATING CO LLC,293375,RFR TRACT 247,08946,21,RED FISH REEF (FRIO  2-B SEG A),75234702,,2017-03-21,198585,,Rule 15,12,,B,,8750,202001,202001,Y,PRODUCING,,RFR TRACT 247,GALVESTON BAY OPERATING CO LLC,,RFR TRACT 247,293375,Y,4827898759,19850327,19850304,19850214,,5,2022,D,1,5,,,,,,,,,,,,,,,,C
