og_code,operator_name,operator_no,lease_name,lease_no,well_no,api,district,county,field_name,field_no,oil_unit_no,water_land_code,api_depth,shutin_dt,well_plugged,cost_calc,compliance_due_date,orig_completion,ice_inspection_date,ice_inspection_id,sfp_code,ofcu_well_priority,sb639_enf,sb639_r15,months_delinquent,p5_renewal_month,p5_renewal_year,p5_originating_status,current_5yr_inactive,current_10yr_inactive,aged_5yr_inactive,aged_10yr_inactive,current_inactive_yrs,current_inactive_months,aged_inactive_yrs,aged_inactive_months,extension_status,ext_data_h,ext_data_e,ext_data_p,ext_data_f,ext_data_v,ext_data_x,ext_data_o,ext_data_t,ext_data_m,ext_data_k,ext_data_r,ext_data_q,ext_data_s,ext_data_w
O,"TEJAS JACK SALES, INC.",841296,"SLAGLE, L.B.",21091,4,08334231,7B,COLEMAN,COLEMAN COUNTY REGULAR,19511001,,L,2684,2013-06-15,f,30249,,1985-07-03,2019-07-08,493110,,4,Enf,Rule 15,49,3,2022,D,t,f,t,f,7,11,8,9,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,WALKING X OIL CO.,892810,SLAUGHTER,159171,1,07930215,8A,COCHRAN,LEVELLAND (SAN ANDRES),53411426,,L,4848,2015-07-15,f,58952,,1985-10-23,2020-12-04,717574,,2H,Enf,,55,8,2021,D,t,f,t,f,5,10,6,1,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,WALKING X OIL CO.,892810,SLAUGHTER -A-,056578,1,07930229,8A,COCHRAN,LEVELLAND (SAN ANDRES),53411426,,L,4775,2015-01-15,f,58064,,1973-10-08,2020-09-17,687279,,2H,Enf,,55,8,2021,D,t,f,t,f,6,4,6,7,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,C & S OPERATING,121055,SLAUGHTER ESTATE I,098921,1,07931432,8A,COCHRAN,LEVELLAND (SAN ANDRES),53411426,,L,4840,1998-04-15,f,58854,,1982-03-16,2021-01-21,734129,,2H,Enf,Rule 15,88,11,2021,D,f,t,f,t,23,1,23,7,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"GREAT NORTHERN ENERGY, INC",328627,"SLAUGHTER PIK """"18""""",215990,1,37132802,08,PECOS,SLAUGHTER PIK (WOLFCAMP),83993500,,L,19050,2014-01-15,f,340614,,2005-08-12,2020-12-16,722593,251336,3,Enf,Rule 15,71,6,2021,D,t,f,t,f,7,4,7,5,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"P,B&B OPERATING INC.",631644,"SLAUGHTER, FAE",191166,1,09531993,7C,CONCHO,HARTGROVE (TANNEHILL),39458500,,L,1078,2016-01-15,f,10381,,2002-06-05,2020-07-20,660803,,,,,16,1,2022,D,t,f,t,f,5,4,6,0,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"REA OIL & GAS, INC.",695743,"SLICK, EARL F. ET AL",063232,A1C,42730696,04,STARR,"RINCON, E. (FRIO 4030)",76722040,,L,6173,1998-01-15,f,51359,,1975-07-09,2020-12-08,718780,,3,Enf,,336,3,2022,D,f,t,f,t,23,4,24,2,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,PETRO-SMITH OPERATING LLC,660313,"SLIVA, W. J.",04675,1,15701301,03,FORT BEND,"BARB-MAG (FB-2, EY-3)",5552330,,L,8700,2017-07-15,f,121191,,1964-04-24,2017-08-15,248194,,,Enf,,16,1,2022,D,f,f,f,f,3,10,4,6,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,PETRO-SMITH OPERATING LLC,660313,"SLIVA, W. J.",05140,3,15701303,03,FORT BEND,"BARB-MAG (FB-5, EY-4)",5552660,,L,8165,2017-11-15,f,113738,,1984-01-12,2018-11-09,412298,,,Enf,,16,1,2022,D,f,f,f,f,3,6,4,2,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,PETRO-SMITH OPERATING LLC,660313,"SLIVA, W. J.",05140,6,15730087,03,FORT BEND,"BARB-MAG (FB-5, EY-4)",5552660,,L,8500,2009-07-15,f,118405,2018-09-07,1971-05-15,2020-04-23,619993,,,Enf,,16,1,2022,D,f,t,f,t,11,10,12,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,FULLSPIKE ENERGY LLC,289935,SLOAN 'A',27028,1,23734898,09,JACK,SLOAN (BRYSON),84119500,,L,4950,2017-01-15,f,21632,,1988-04-03,2020-08-11,668928,273364,2,Enf,Rule 15,16,3,2022,D,f,f,t,f,4,4,5,2,D,f,f,f,t,t,f,t,f,f,f,f,f,f,f
O,FULLSPIKE ENERGY LLC,289935,SLOAN 'A',27028,2,23737470,09,JACK,SLOAN (BRYSON),84119500,,L,4925,2017-10-15,f,21522,,1988-11-01,2020-08-11,668928,273364,,Enf,Rule 15,16,3,2022,D,f,f,f,f,3,7,4,5,D,f,f,f,t,f,t,t,f,f,f,f,f,f,f
O,"ARABELLA OPERATING, LLC",028704,SM PREWITT,44636,1H,38933440,08,REEVES,WOLFBONE (TREND AREA),98359800,,L,10599,2014-05-15,f,189510,2016-04-21,2012-12-13,2020-11-06,708439,,4,,,52,2,2022,D,t,f,t,f,7,0,7,9,D,f,f,f,f,f,f,t,f,f,f,f,f,f,t
O,"EDGE OIL AND GAS, LLC",243206,SMAJSTRLA,10994,1,46934290,02,VICTORIA,PLACEDO,71801001,,L,7221,2017-08-15,f,113370,2020-01-04,2014-04-21,2020-08-31,679300,,,Enf,,20,11,2021,D,f,f,f,f,3,9,4,3,D,f,f,f,f,f,f,t,f,f,f,f,f,t,t
O,"SPRINGFIELD OIL SERVICES, INC.",810580,"SMALLWOOD, J. L.",66800,1,21982070,8A,HOCKLEY,LEVELLAND,53411001,,L,4915,2014-11-15,f,59766,,1984-01-12,2021-02-16,743991,258676,2H,Enf,,66,11,2021,D,t,f,t,f,6,6,7,0,D,f,f,f,f,f,t,t,f,f,f,f,t,f,f
O,"SPRINGFIELD OIL SERVICES, INC.",810580,"SMALLWOOD, J. L.",66800,3,21936924,8A,HOCKLEY,LEVELLAND,53411001,,L,4920,2014-11-15,f,59827,,2006-10-14,2021-02-16,743991,258676,2H,Enf,,66,11,2021,D,t,f,t,f,6,6,7,0,D,f,f,f,f,f,f,t,f,f,f,f,t,f,f
O,"SPRINGFIELD OIL SERVICES, INC.",810580,"SMALLWOOD, J. L.",66800,4,21936925,8A,HOCKLEY,LEVELLAND,53411001,,L,4965,2014-11-15,f,60374,,2006-10-13,2021-02-16,743991,258676,2H,Enf,,66,11,2021,D,t,f,t,f,6,6,7,0,D,f,f,f,f,f,f,t,f,f,f,f,t,f,f
G,"SPRINGFIELD OIL SERVICES, INC.",810580,"SMALLWOOD, J.L.",216296,2,21931784,8A,HOCKLEY,LEVELLAND (SAN ANDRES),53411426,,L,4889,2014-09-15,f,59450,,1976-06-11,2021-02-10,743350,,4,Enf,,66,11,2021,D,t,f,t,f,6,8,7,2,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,SMC,222388,2,34732208,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9528,2009-02-15,f,75557,,2006-08-29,2019-10-31,544058,,,Enf,,21,9,2021,D,f,t,f,t,12,3,12,7,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,SMC,227334,4,34732431,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9200,2010-04-15,f,72956,,2007-03-24,2021-02-01,738942,,,Enf,,21,9,2021,D,f,t,f,t,11,1,11,5,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,SMC,229737,9,34732529,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9097,2011-08-15,f,72139,,2007-06-22,2019-10-30,543379,,,Enf,,21,9,2021,D,t,f,f,t,9,9,10,1,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,SMC,232405,7,40134381,06,RUSK,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9100,2017-02-15,f,72163,,2007-09-02,2019-10-30,543380,,,Enf,,21,9,2021,D,f,f,f,f,4,3,4,7,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,PETRO HALEY,660062,SMITH,089318,1,17930747,10,GRAY,"PANHANDLE, EAST",68826001,,L,2320,2003-09-15,f,22481,,1980-05-28,2019-10-23,539922,,,Enf,Rule 15,54,10,2021,D,f,t,f,t,17,8,18,1,D,f,f,f,f,f,t,t,f,f,f,f,t,f,f
G,"RADIUS OPERATING, LLC",687835,SMITH,125581,1,47533791,08,WARD,"WARD-ESTES, NORTH",95152001,,L,5700,2004-10-15,f,101916,2014-12-07,1987-08-11,2020-09-17,687378,270056,3,Enf,Rule 15,73,3,2022,D,f,t,f,t,16,7,17,5,D,f,f,f,f,f,t,t,f,f,f,f,f,t,t
O,"DORRIS PETROLEUM, INC.",224555,SMITH,12635,1,03130097,01,BLANCO,WILDCAT,2001,,L,2140,1998-01-15,f,23840,,1989-07-03,2020-11-24,714162,,3,Enf,,303,3,2022,D,f,t,f,t,23,4,24,2,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,AMERRIL ENERGY LLC,019786,SMITH,189728,1,35533232,04,NUECES,FLOUR BLUFF (DEEP CONSOL.),31582090,,L,12350,2009-05-15,f,102752,,2002-05-16,2020-12-04,717468,245737,2,Enf,Rule 15,49,4,2022,D,f,t,f,t,12,0,12,11,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,RINGO RIG LLC,712386,SMITH-MCKNIGHT,117890,1B,08333233,7B,COLEMAN,COLEMAN COUNTY REGULAR,19511001,,L,1426,1998-01-15,f,16071,,1985-06-24,2020-11-18,712145,,4,Enf,,23,7,2021,D,f,t,f,t,23,4,23,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,RINGO RIG LLC,712386,SMITH-MCKNIGHT,117891,1OJ,08333019,7B,COLEMAN,COLEMAN COUNTY REGULAR,19511001,,L,1954,1998-01-15,f,22022,,1982-09-01,2020-11-18,712146,,4,Enf,,23,7,2021,D,f,t,f,t,23,4,23,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,RINGO RIG LLC,712386,SMITH-MCKNIGHT,19940,1,08332961,7B,COLEMAN,COLEMAN COUNTY REGULAR,19511001,,L,650,2018-07-15,f,7326,,1982-05-30,2020-10-26,703545,,4,Enf,,23,7,2021,D,f,f,f,f,2,10,3,0,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,RINGO RIG LLC,712386,SMITH-MCKNIGHT,19940,2,08332994,7B,COLEMAN,COLEMAN COUNTY REGULAR,19511001,,L,640,2018-07-15,f,7213,,1985-05-24,2020-10-26,703545,,4,Enf,,23,7,2021,D,f,f,f,f,2,10,3,0,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,RINGO RIG LLC,712386,SMITH-MCKNIGHT,19940,2OJ,08334487,7B,COLEMAN,COLEMAN COUNTY REGULAR,19511001,,L,640,2014-06-15,f,7213,,1985-07-22,2020-10-26,703545,,4,Enf,,23,7,2021,D,t,f,t,f,6,11,7,1,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,RINGO RIG LLC,712386,SMITH-MCKNIGHT,19940,3,08332999,7B,COLEMAN,COLEMAN COUNTY REGULAR,19511001,,L,650,2018-07-15,f,7326,,1982-05-29,2020-10-26,703545,,3,Enf,,23,7,2021,D,f,f,f,f,2,10,3,0,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,RINGO RIG LLC,712386,SMITH-MCKNIGHT,19940,3A,08333021,7B,COLEMAN,COLEMAN COUNTY REGULAR,19511001,,L,630,2018-07-15,f,7100,,1985-07-20,2020-10-26,703545,,4,Enf,,23,7,2021,D,f,f,f,f,2,10,3,0,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"TIZA ENERGY, INC.",880850,SMITH-SCARBOROUGH SEC. 9 -B-,30999,1,30130495,08,LOVING,WHEAT,96742001,,L,6642,2003-07-15,f,118759,,1984-02-29,2020-07-01,651158,250496,2H,Enf,,203,6,2021,D,f,t,f,t,17,10,17,11,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"TKP PETROLEUM, INC.",860891,"SMITH """"A""""",28139,1,44133795,7B,TAYLOR,AUDAS-GRAHAM (CAPPS LIME),4345333,,L,4233,2002-01-15,f,47706,,1997-03-18,2020-07-09,654579,270418,2,Enf,Rule 15,34,8,2021,D,f,t,f,t,19,4,19,7,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,RAIDER OIL & GAS COMPANY,688474,SMITH BROTHERS,06252,1,47504692,08,WARD,SPENCER,85104001,1,L,2928,2012-08-15,f,52353,,1961-05-05,2020-07-13,655336,,4,,Rule 15,88,2,2022,D,t,f,t,f,8,9,9,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,SMITH FAMILY TRUST,229730,4,34732448,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,8910,2019-10-15,f,70656,,2007-02-01,2019-10-22,539061,,,Enf,,21,9,2021,D,f,f,f,f,1,7,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,SMITH FAMILY TRUST GAS UNIT,215208,1,34731974,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,8600,2019-05-15,f,68198,,2005-02-14,2019-10-22,539063,,,Enf,,21,9,2021,D,f,f,f,f,2,0,2,4,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,SMITH FAMILY TRUST GAS UNIT,221936,2,34732267,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9760,2013-01-15,f,77397,,2006-07-01,2019-10-22,539062,,,Enf,,21,9,2021,D,t,f,t,f,8,4,8,8,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,SMITH FAMILY TRUST GAS UNIT,222709,3,40133935,06,RUSK,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9048,2009-07-15,f,71751,,2006-09-24,2019-10-30,543374,,,Enf,,21,9,2021,D,f,t,f,t,11,10,12,2,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,SMITH FAMILY TRUST GAS UNIT,227007,9,40134187,06,RUSK,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,8800,2009-09-15,f,69784,,2007-03-14,2019-10-17,537276,,,Enf,,21,9,2021,D,f,t,f,t,11,8,12,0,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,SMITH FAMILY TRUST GAS UNIT,234531,10,40134438,06,RUSK,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,8985,2019-07-15,f,71251,,2007-11-10,2019-10-17,537275,,,Enf,,21,9,2021,D,f,f,f,f,1,10,2,2,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,SMITH FAMILY TRUST GAS UNIT,236057,11,40134451,06,RUSK,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,8850,2019-10-15,f,70181,,2008-02-02,2019-10-17,537271,,,Enf,,21,9,2021,D,f,f,f,f,1,7,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,SMITH FAMILY TRUST GAS UNIT,254060,5,34732626,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,8870,2019-10-15,f,70339,,2007-12-01,2019-10-22,539060,,,Enf,,21,9,2021,D,f,f,f,f,1,7,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,COX & COX PRODUCTION CO.,183232,SMITH TRUST,12128,1,15930421,06,FRANKLIN,"TULLY, SW (PALUXY)",91738500,,L,4804,1998-01-15,f,38096,,1987-01-23,2020-06-26,649484,264016,2H,Enf,,262,7,2021,D,f,t,f,t,23,4,23,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"CONQUEST ENERGY, INC.",172237,"SMITH, A.",164088,1,36533545,06,PANOLA,"PINEHILL, SE (PETTIT, UPPER)",71599400,,L,7086,2012-11-15,f,56192,,1997-04-10,2020-06-11,642369,,4,Enf,,101,12,2021,D,t,f,t,f,8,6,9,1,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,EXPRESS OIL CO.,257068,"SMITH, ALICE B.",112635,1U,23931992,02,JACKSON,ARROYO ROJO (BALLARD),3947200,,L,10341,2008-11-15,f,162354,,1984-07-12,2020-11-18,712154,,3,,,118,8,2021,D,f,t,f,t,12,6,12,9,D,f,f,f,f,f,t,t,f,f,f,f,t,f,f
G,EXPRESS OIL CO.,257068,"SMITH, ALICE B.",138265,2,23932485,02,JACKSON,ARROYO ROJO (BALLARD),3947200,,L,6200,2000-04-15,f,97340,,1989-06-08,2020-11-18,712153,,3,,,118,8,2021,D,f,t,f,t,21,1,21,4,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"LAKE CHEROKEE PRODUCTION, LLC",482507,"SMITH, HORACE -B-",01844,4,18780254,01,GUADALUPE,LA VERNIA,51093001,A,L,782,2002-06-15,f,8711,,1984-01-12,2020-09-11,684713,228958,3,Enf,Rule 15,80,6,2021,D,f,t,f,t,18,11,19,0,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"CIRCLE RIDGE PRODUCTION, INC.",153970,"SMITH, J. E.",05936,1,42330168,06,SMITH,"HITTS LAKE, WEST (7410)",41719500,,L,7860,2012-02-15,f,62330,,1976-10-05,2020-12-10,719931,276675,,Enf,Rule 15,14,2,2022,D,t,f,f,t,9,3,10,0,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,MILLER OPERATING COMPANY LLC,568561,"SMITH, J. E. """"D""""",174674,2,14330999,7B,ERATH,X-RAY (MARBLE FALLS),99140166,,L,3792,2015-02-15,f,42736,,1999-07-09,2020-10-27,704317,,4,Enf,Rule 15,23,7,2021,D,t,f,t,f,6,3,6,5,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"ROCA PRODUCTION, INC.",722193,"SMITH, J. O.",086984,3,37105429,08,PECOS,T. C. I. (GRAYBURG ZONE),87889284,,L,2250,2017-07-15,f,40230,,1978-08-30,2020-11-17,712051,,2,Enf,,25,5,2021,D,f,f,f,f,3,10,3,10,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,KADS OIL INC,450062,"SMITH, L. R.",03422,1,45900208,06,UPSHUR,NEW DIANA (WOODBINE),65113500,,L,3684,1998-01-15,f,29214,,1960-08-16,2021-01-12,730349,276736,2H,Enf,,122,4,2022,D,f,t,f,t,23,4,24,3,D,f,f,f,f,f,t,t,f,f,f,f,t,f,f
G,"SALT CREEK PRODUCTION, INC.",744277,"SMITH, M. E.",188222,1,29734256,02,LIVE OAK,FREEMAN (PETTUS 4600),32907760,,L,5730,2016-08-15,f,89961,,1997-07-09,2020-09-03,680508,,,Enf,Rule 15,33,9,2021,D,f,f,t,f,4,9,5,1,D,f,f,f,f,f,f,t,f,f,f,t,f,f,f
G,"APEX ENERGY, INC.",027424,"SMITH, M. L. M.",111795,4,12331374,02,DE WITT,ANNA BARRE (-J-),3003100,,L,9275,2014-04-15,f,145618,,1984-05-14,2020-10-30,705815,,4,Enf,,26,2,2022,D,t,f,t,f,7,1,7,10,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,BL OIL COMPANY,072612,"SMITH, R. C.",26563,1,15132323,7B,FISHER,ROUGH DRAW (NOODLE CREEK),78523500,,L,3779,2013-05-15,f,42589,,1992-05-25,2019-07-02,492164,240639,2,,,85,3,2022,D,t,f,t,f,8,0,8,10,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,BL OIL COMPANY,072612,"SMITH, R. C.",26563,2,15132337,7B,FISHER,ROUGH DRAW (NOODLE CREEK),78523500,,L,3866,2012-12-15,f,43570,,1993-03-25,2019-07-02,492164,240639,2H,,,85,3,2022,D,t,f,t,f,8,5,9,3,D,t,f,f,f,f,f,t,f,f,f,f,f,f,f
O,"TKP PETROLEUM, INC.",860891,SMITHEY-RACKLEY B UNIT,69353,2,12531109,8A,DICKENS,"GIRARD, N. (TANNEHILL)",35052500,,L,4460,2009-03-15,f,54234,,2009-03-14,2020-12-02,716213,,4,Enf,Rule 15,34,8,2021,D,f,t,f,t,12,2,12,5,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"MOOSE OPERATING CO., INC.",582558,SMOTHERS,170226,4,28532600,02,LAVACA,SPEAKS (2200),84978490,,L,3450,2000-10-15,f,54165,,1998-06-12,2020-12-09,719074,,2H,,,234,11,2021,D,f,t,f,t,20,7,21,1,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"MOOSE OPERATING CO., INC.",582558,SMOTHERS,174769,3,28532606,02,LAVACA,SPEAKS (3200),84978550,,L,3759,1999-07-15,f,59016,,1998-07-08,2020-11-06,708727,,2H,,,234,11,2021,D,f,t,f,t,21,10,22,4,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,PETRO HALEY,660062,SNEED,03633,3,34130018,10,MOORE,PANHANDLE MOORE COUNTY FIELD,68901001,,L,3625,2008-10-15,f,35126,,1969-08-23,2021-01-07,728948,272381,3,Enf,Rule 15,54,10,2021,D,f,t,f,t,12,7,13,0,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,PETRO HALEY,660062,SNEED,03633,4,34130019,10,MOORE,PANHANDLE MOORE COUNTY FIELD,68901001,,L,3600,1998-01-15,f,34884,,1969-09-02,2020-08-31,678235,272381,3,Enf,Rule 15,54,10,2021,D,f,t,f,t,23,4,23,9,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,PETRO HALEY,660062,SNEED,03633,5,34130024,10,MOORE,PANHANDLE MOORE COUNTY FIELD,68901001,,L,3653,1998-01-15,f,35398,,1969-11-12,2020-08-31,678235,272381,2H,Enf,Rule 15,54,10,2021,D,f,t,f,t,23,4,23,9,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"JP OIL & GAS, LLC",448017,SNEED UNIT,30436,1,13332408,7B,EASTLAND,"MANGUM, NORTH (3200)",57098500,,L,3460,2004-10-15,f,38994,,1980-07-19,2021-02-12,743802,,4,,,22,5,2021,D,f,t,f,t,16,7,16,7,D,f,f,f,f,f,t,t,f,f,f,f,t,f,f
O,"JP OIL & GAS, LLC",448017,SNEED UNIT,30436,2,13332787,7B,EASTLAND,"MANGUM, NORTH (3200)",57098500,,L,3480,2004-10-15,f,39220,,1981-03-20,2021-02-12,743802,,4,,,22,5,2021,D,f,t,f,t,16,7,16,7,D,f,f,f,f,f,t,t,f,f,f,f,t,f,f
O,"JP OIL & GAS, LLC",448017,SNEED UNIT,30436,3,13332200,7B,EASTLAND,"MANGUM, NORTH (3200)",57098500,,L,3764,2018-05-15,f,42420,,1980-02-28,2021-02-12,743802,,3,,,22,5,2021,D,f,f,f,f,3,0,3,0,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
O,"JP OIL & GAS, LLC",448017,SNEED UNIT,30436,4,13332489,7B,EASTLAND,"MANGUM, NORTH (3200)",57098500,,L,3425,2004-11-15,f,38600,,1980-12-05,2021-02-12,743802,,4,,,22,5,2021,D,f,t,f,t,16,6,16,6,D,f,f,f,f,f,t,t,f,f,f,f,t,f,f
O,"JP OIL & GAS, LLC",448017,SNEED UNIT,30436,5,13332329,7B,EASTLAND,"MANGUM, NORTH (3200)",57098500,,L,3320,2005-05-15,f,37416,,1980-06-11,2021-02-12,743802,,4,,,22,5,2021,D,f,t,f,t,16,0,16,0,D,f,f,f,f,f,t,t,f,f,f,f,t,f,f
O,"JP OIL & GAS, LLC",448017,SNEED UNIT,30436,6,13332269,7B,EASTLAND,"MANGUM, NORTH (3200)",57098500,,L,3420,2002-10-15,f,38543,,1980-03-29,2021-02-12,743802,,4,,,22,5,2021,D,f,t,f,t,18,7,18,7,D,f,f,f,f,t,f,t,f,f,f,f,t,f,f
O,"TRANS-PECOS RESOURCES, INC.",864806,"SNELSON """"122-3""""",26131,3,08335200,7B,COLEMAN,BURT-OGDEN-MABEE (JENNINGS),13924666,,L,3662,2004-12-15,f,41271,,1991-03-07,2020-06-08,640710,,4,Enf,,66,7,2021,D,f,t,f,t,16,5,16,7,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"QUALITY PETROLEUM, INC.",684499,"SNIDER """"B""""",257952,1B,20332448,06,HARRISON,LONGWOOD (NACATOCH),54807400,,L,864,2008-11-15,f,6852,,1999-04-02,2020-08-18,672223,272300,2,Enf,,264,6,2021,D,f,t,f,t,12,6,12,7,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,"DYERSDALE PRODUCTION CO, INC.",237752,"SNODDY, T.",06755,1,18382915,6E,GREGG,EAST TEXAS,27302001,,L,3650,2007-08-15,f,24784,,1984-01-12,2019-08-02,503315,264898,3,Enf,Rule 15,32,9,2021,D,f,t,f,t,13,9,14,1,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"DYERSDALE PRODUCTION CO, INC.",237752,"SNODDY, T.",06755,2,18382916,6E,GREGG,EAST TEXAS,27302001,,L,3650,2007-08-15,f,24784,,1984-01-12,2019-08-02,503315,264898,2,Enf,Rule 15,32,9,2021,D,f,t,f,t,13,9,14,1,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"M-C PRODUCTION & DRILLING CO,INC",518063,"SNODDY, T.",07994,1,18387112,6E,GREGG,EAST TEXAS,27302001,,L,3650,2016-04-15,f,24784,,1984-01-12,2021-03-11,752163,264896,2H,Enf,,38,8,2021,D,t,f,t,f,5,1,5,4,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"M-C PRODUCTION & DRILLING CO,INC",518063,"SNODDY, T.",07994,1A,18387113,6E,GREGG,EAST TEXAS,27302001,,L,3650,2016-04-15,f,24784,,1984-01-12,2021-03-11,752163,264896,2H,Enf,,38,8,2021,D,t,f,t,f,5,1,5,4,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"M-C PRODUCTION & DRILLING CO,INC",518063,"SNODDY, T.",07994,1B,18387114,6E,GREGG,EAST TEXAS,27302001,,L,3650,2016-04-15,f,24784,,1984-01-12,2021-03-11,752163,264896,2H,Enf,,38,8,2021,D,t,f,t,f,5,1,5,4,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"M-C PRODUCTION & DRILLING CO,INC",518063,"SNODDY, THAD",07244,1,18384758,6E,GREGG,EAST TEXAS,27302001,,L,3650,2015-11-15,f,24784,,1984-01-12,2021-03-11,752164,264897,2H,Enf,,38,8,2021,D,t,f,t,f,5,6,5,9,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"M-C PRODUCTION & DRILLING CO,INC",518063,"SNODDY, THAD /JAMES/",07245,1R,18331319,6E,GREGG,EAST TEXAS,27302001,,L,3675,2016-12-15,f,24953,,1998-07-14,2019-03-22,455168,264878,2H,Enf,,38,8,2021,D,f,f,f,f,4,5,4,8,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
