district,api,ofcu_well_priority,operator_name,operator_no,lease_name,lease_no,well_no,bonded_depth,field_name,county,sfp_code,ice_inspection_date,ice_inspection_id,sb639_enf,sb639_r15,months_delinquent
08,37130469,3,"LAKEHILLS PRODUCTION, INC.",483440,GOMEZ WEST GAS UNIT,236280,1,22820,GOMEZ (WOLFCAMP),PECOS,243677,2020-11-05,708091,Enf,,98
08,37130519,2,"LAKEHILLS PRODUCTION, INC.",483440,FORT STOCKTON-DIXEL RESOURCES,052369,1,22747,GOMEZ (ELLENBURGER),PECOS,243697,2020-11-05,708090,Enf,,98
01,12733047,3,"THALMANN, DAVID VAC SERVICE INC",851060,RUTH,142379,1,3773,JOHN HIGH (OLMOS NO. 2),DIMMIT,246137,2020-11-09,708853,Enf,,164
01,13730950,2,UHC PETROLEUM CORPORATION,875653,"WARDLAW, L. J. ESTATE -A-",08108,46,490,WARDLAW,EDWARDS,,2016-11-02,156074,,,99
01,13730841,2H,UHC PETROLEUM CORPORATION,875653,"WARDLAW, L. J. ESTATE -A-",08108,P17,410,WARDLAW,EDWARDS,,2017-08-30,252637,,,99
02,29733960,2,MAROCO,526610,"ALLEN, B.",136947,1,5619,RAMIRENA (Y- 5),LIVE OAK,17382,2020-06-29,649885,,,319
02,23900317,3,ASSOCIATED MINERALS INTEREST,035520,"HOLLINGSWORTH, L. R. -B-",121874,5,4505,MORALES (FRIO E),JACKSON,11724,2018-11-07,411781,,,357
02,23902342,2,ETABA OPERATING COMPANY,254876,"DRUMMOND, J. H.",04943,8,6488,WEST RANCH (BENNVIEW),JACKSON,12794,2020-11-17,711805,,,254
02,23930334,2H,ETABA OPERATING COMPANY,254876,"DRUMMOND, J.H.",128671,1E,5614,WEST RANCH (5000),JACKSON,12795,2020-09-28,691429,,,254
02,23902804,2H,ETABA OPERATING COMPANY,254876,"DRUMMOND, J. H.",07207,1,5760,WEST RANCH (41-A),JACKSON,12796,2020-11-17,711806,,,254
02,23902805,2H,ETABA OPERATING COMPANY,254876,"DRUMMOND, J. H.",07207,2,5789,WEST RANCH (41-A),JACKSON,12796,2020-11-17,711806,,,254
08,10510610,3,D AND B OIL,196224,THOMPSON,06799,33,40,TOBORG,CROCKETT,276276,2020-12-17,723128,,,121
08,10510446,3,D AND B OIL,196224,THOMPSON,06799,31,29,TOBORG,CROCKETT,276276,2016-10-11,148269,,,121
08,10510722,2H,D AND B OIL,196224,THOMPSON,06799,37,38,TOBORG,CROCKETT,276276,2020-12-17,723128,,,121
03,29100455,2H,SWS,833618,"PIVOTO, M. E.",02253,4,5000,HULL,LIBERTY,200329,2020-11-30,714958,Enf,,268
03,29100454,2H,SWS,833618,"PIVOTO, M. E.",02253,3,4800,HULL,LIBERTY,200329,2020-11-30,714958,Enf,,268
03,07101155,2H,PHANTOM OIL & GAS,661328,"MIDDLETON, A. D.",047633,5,6598,TURTLE BAY (HET 6000),CHAMBERS,204417,2016-10-26,153355,Enf,,325
03,07131498,2H,GOOD OL'BOYS OIL COMPANY,314438,"PATTILLO, W.L.",18538,5,7350,TURTLE BAY (F-2),CHAMBERS,204478,2021-01-19,733078,Enf,,262
03,19980978,2H,S & V OPERATING,741631,"CONZELMAN, T.",04682,4,1136,BATSON OLD,HARDIN,204496,2020-12-14,721363,Enf,,157
03,19901396,2,S & V OPERATING,741631,"CONZELMAN, T.",04682,6,1130,BATSON OLD,HARDIN,204496,2020-12-14,721363,Enf,,157
03,19901397,2H,S & V OPERATING,741631,"CONZELMAN, T.",04682,7,1215,BATSON OLD,HARDIN,204496,2020-12-14,721363,Enf,,157
03,19980976,2H,S & V OPERATING,741631,"CONZELMAN, T.",04682,1,1129,BATSON OLD,HARDIN,204496,2021-01-19,733045,Enf,,157
03,07131839,2H,OMEGA FUEL OP. CO.,622642,"MIDDLETON, A. D.",04390,1A,9116,TURTLE BAY,CHAMBERS,236462,2016-10-26,153354,Enf,,293
08,00332980,2H,GARNER'S WELL SERVICE LLC,295027,"LOCKHART & BROWN """"14""""",26987,2,7007,"NIX, SOUTH",ANDREWS,225203,2021-02-22,745074,Enf,,120
04,27320184,2,MODENA OPERATING LLC,573221,"MCCAMPBELL, DUNN, -A-",045249,4,7318,"MURDOCK PASS, N.(MARGINULINA)",KLEBERG,232398,2021-03-29,757644,Enf,,91
03,07101114,2H,PHANTOM OIL & GAS,661328,"COOPER, WILLIAM HEIRS",20735,7,8415,TURTLE BAY (LOTZ),CHAMBERS,222737,2020-11-10,709798,Enf,,325
03,07101109,2H,PHANTOM OIL & GAS,661328,"COOPER, WILLIAM HEIRS",091665,3,6637,TURTLE BAY (LOTZ 6500),CHAMBERS,222756,2021-01-19,733077,Enf,,325
08,00304440,2H,PLATINUM EXPLORATION INC.,667939,"LONG, ANNIE",36916,3D,12800,GLASCO (DEVONIAN),ANDREWS,225196,2020-12-09,719243,Enf,,148
08,00335553,2H,PLATINUM EXPLORATION INC.,667939,"LONG, ANNIE A",36800,5,13831,GLASCO (DEVONIAN),ANDREWS,225202,2020-01-06,566799,Enf,,148
06,00131372,3,ALLISON/HOBBS INC.,014573,"JOHNSON, NED",12121,1,9675,BEAVER (RODESSA),ANDERSON,227897,2019-11-07,549123,Enf,,99
04,13104307,3,L.L. OIL COMPANY,479924,"HOFFMAN, W. K. -B-",01256,3,2894,HOFFMAN,DUVAL,227996,2020-08-14,670832,Enf,,96
8A,16532760,3,MGR RESOURCES,563344,"HOOVER """"D""""",123351,1,5550,HOMANN (YATES),GAINES,229942,2021-04-05,759932,Enf,,295
8A,16535876,2H,PLATINUM EXPLORATION INC.,667939,"JONES RANCH """"20""""",68604,1,9695,WILDCAT,GAINES,229960,2020-12-11,720548,Enf,,148
06,20300701,3,T. AND M. PRODUCTION,833773,"RUDD, W. L. -B-",00831,8,2336,LONGWOOD (GOODLAND LIME),HARRISON,230762,2020-09-15,685563,Enf,,119
05,34932886,3,SKEWES OPERATING COMPANY,785473,"HURT, ESTELLE """"G""""",02582,2,788,CORSICANA (SHALLOW),NAVARRO,231036,2020-09-29,692551,Enf,,326
04,27332484,2,MODENA OPERATING LLC,573221,"MCCAMPBELL, DUNN",241554,11A,9503,DUNN-MCCAMPBELL (8425),KLEBERG,232396,2021-03-29,757643,Enf,,91
04,42720004,2,RESS PRODUCTION CO.,703465,"GUERRA, H. P., ET AL",045455,2VT,4435,LOCKHART (3700),STARR,236060,2021-04-06,760223,Enf,,259
03,07130791,2H,OMEGA FUEL OP. CO.,622642,"COOPER, WILLIAM HEIRS",04388,9,6681,TURTLE BAY,CHAMBERS,236463,2020-11-09,709031,Enf,,293
03,07101110,2H,OMEGA FUEL OP. CO.,622642,"COOPER, WILLIAM HEIRS",04388,4D,6599,TURTLE BAY,CHAMBERS,236463,2020-11-30,716386,Enf,,293
05,34933094,3,INTERGRATED O & G SOLUTIONS CORP,424839,"CIF """"C""""",02534,4,1212,CORSICANA (SHALLOW),NAVARRO,238136,2019-11-01,544384,Enf,,95
05,34933105,3,INTERGRATED O & G SOLUTIONS CORP,424839,"CIF """"C""""",02534,8,1170,CORSICANA (SHALLOW),NAVARRO,238136,2019-10-31,544383,Enf,,95
05,34933091,2,INTERGRATED O & G SOLUTIONS CORP,424839,"CIF """"C""""",02534,1,1186,CORSICANA (SHALLOW),NAVARRO,238136,2019-11-01,544384,Enf,,95
02,28500441,3,BRINKERHOFF OIL COMPANY,093408,"BORCHERS, O. R. -A-",096493,2,3650,"MORALES, NORTH (1250)",LAVACA,201190,2019-06-19,487871,,,353
08,47534390,2H,PLATINUM EXPLORATION INC.,667939,"CHINA LAKE """"205""""",185261,2,16867,BURKHOLDER (FUSSELMAN),WARD,244596,2021-03-03,748610,Enf,,148
7B,04934259,4,"R & D OPERATING, INC.",685874,"MITCHELL, L. P.",121053,1,2045,BROWN CO. REGULAR (MARBLE FALLS),BROWN,,2020-06-08,640811,Enf,,35
7B,04934283,4,"R & D OPERATING, INC.",685874,"MITCHELL, L.& P.",121052,2,2022,BROWN CO. REGULAR (MARBLE FALLS),BROWN,,2020-06-08,640834,Enf,,35
01,32530613,2H,SULO OIL COMPANY,828750,"WEBBER, HILDA",05495,1,2200,ADAMS (BUDA),MEDINA,239776,2020-11-17,713672,,,500
7B,15132323,2,BL OIL COMPANY,072612,"SMITH, R. C.",26563,1,3779,ROUGH DRAW (NOODLE CREEK),FISHER,240639,2019-07-02,492164,,,85
7B,15132337,2H,BL OIL COMPANY,072612,"SMITH, R. C.",26563,2,3866,ROUGH DRAW (NOODLE CREEK),FISHER,240639,2019-07-02,492164,,,85
08,30110195,2H,TEXAS BEND OIL CO.,844355,"RAMSEY, CARTER",19332,1,4328,WHEAT,LOVING,250456,2020-07-01,651152,Enf,,234
03,07101087,2H,CRUDE PRODUCTION COMPANY,191588,"HERFF, J. B.",03099,1,6058,MOSS BLUFF,CHAMBERS,250916,2021-01-19,733079,Enf,,195
03,07181450,2,CRUDE PRODUCTION COMPANY,191588,"HERFF, J. B.",03099,R1,5760,MOSS BLUFF,CHAMBERS,250916,2021-01-19,733081,Enf,,195
03,07101088,2H,CRUDE PRODUCTION COMPANY,191588,"HERFF, J. B.",03099,2,5572,MOSS BLUFF,CHAMBERS,250916,2021-01-19,733080,Enf,,195
08,37100954,2H,PRODUCTION MARKETING ASSOC INC,680810,"PUCKETT, DOW",24281,1,2600,BELDING (YATES),PECOS,251216,2020-11-13,711082,Enf,,280
08,37133057,3,PRODUCTION MARKETING ASSOC INC,680810,"PUCKETT, DOW",24281,3,2686,BELDING (YATES),PECOS,251216,2020-11-13,711082,Enf,,280
08,37182905,3,PRODUCTION MARKETING ASSOC INC,680810,"PUCKETT, DOW -C-",24188,2,2828,BELDING (YATES),PECOS,251256,2020-11-13,711067,Enf,,280
01,50731100,3,WILLIAMSON OPERATING CO.,925911,"LYLES, LORA",082272,7,525,LYLES RANCH (ESCONDIDO),ZAVALA,251456,2021-01-25,736817,Enf,,277
08,37133519,2H,B & B ENERGY (I),039783,"I.R.T. """"29""""",095176,1,1450,PECOS VALLEY (YATES),PECOS,255457,2021-03-01,753222,Enf,,240
08,37133575,2,B & B ENERGY (I),039783,"I.R.T. """"29"""" A",096722,3,1418,PECOS VALLEY (YATES),PECOS,255476,2021-02-08,753182,Enf,,240
08,37133678,2,B & B ENERGY (I),039783,"I.R.T. """"29""""",098304,3,7600,PECOS VALLEY (YATES),PECOS,255516,2020-11-23,713754,Enf,,240
05,28930480,3,"TEXAS SOUTHERN RESOURCES, INC.",848014,"BLACK, W. D. -A-",02347,2,5945,"RED OAK, SOUTH (SUB-CLARKSVILLE)",LEON,,2020-06-12,643504,Enf,,291
01,01332951,2H,CORE E & P CORP.,178381,"MARTIN, JIM",09901,2,5550,LA PARITA,ATASCOSA,265816,2020-11-13,711507,Enf,,226
7B,05934310,4,"ATWELL TECHNICAL SERVICES, INC.",036634,"BETCHER, ALBERT, JR.",10892,4,1806,CALLAHAN COUNTY REGULAR,CALLAHAN,,2020-11-04,707239,Enf,,26
01,16300093,2H,U.S. JIMOIL CORPORATION,875447,"BOHL, ANNIE",00071,3,3073,BIG FOOT,FRIO,260096,2021-03-22,755670,Enf,,328
01,16300144,2H,U.S. JIMOIL CORPORATION,875447,"BOHL, ANNIE",00071,2,3174,BIG FOOT,FRIO,260096,2021-03-22,755670,Enf,,328
03,20131801,3,OTEX RESOURCES LLC,628135,"BUSCH, H.",16030,7B,3592,GOOSE CREEK,HARRIS,260819,2020-01-29,577184,Enf,,55
03,20131701,2H,OTEX RESOURCES LLC,628135,"BUSCH, H.",16030,5B,3304,GOOSE CREEK,HARRIS,260819,2020-01-28,576738,Enf,,55
03,20131549,2,OTEX RESOURCES LLC,628135,"BUSCH, H.",16030,3B,4027,GOOSE CREEK,HARRIS,260819,2020-01-28,576408,Enf,,55
03,20131655,2H,OTEX RESOURCES LLC,628135,"BUSCH, H.",16030,4B,3658,GOOSE CREEK,HARRIS,260819,2020-01-29,577540,Enf,,55
03,20131988,3,OTEX RESOURCES LLC,628135,"BUSCH, H.",16030,11B,3090,GOOSE CREEK,HARRIS,260819,2020-01-28,576398,Enf,,55
03,20131740,3,OTEX RESOURCES LLC,628135,"BUSCH, H.",16030,6B,3630,GOOSE CREEK,HARRIS,260819,2020-06-09,640986,Enf,,55
03,20106579,3,OTEX RESOURCES LLC,628135,"BUSCH, H., ETAL -A-",01754,4,4522,GOOSE CREEK,HARRIS,260820,2020-08-05,666421,Enf,,55
03,20180667,2,OTEX RESOURCES LLC,628135,"BUSCH, H., ETAL -A-",01754,1,4115,GOOSE CREEK,HARRIS,260820,2020-08-05,666421,Enf,,55
03,20131734,2H,OTEX RESOURCES LLC,628135,"SHELTON, BUSCH """"C""""",17741,1,4120,GOOSE CREEK,HARRIS,260840,2020-06-09,640987,Enf,,55
03,20106258,2H,OTEX RESOURCES LLC,628135,"SHELTON, CHARLES M. FEE",04537,8,2828,GOOSE CREEK,HARRIS,260846,2020-01-02,566157,Enf,,55
03,20106259,2H,OTEX RESOURCES LLC,628135,"SHELTON, CHARLES M. FEE",04537,6,2218,GOOSE CREEK,HARRIS,260846,2020-01-02,566157,Enf,,55
03,20106286,2H,OTEX RESOURCES LLC,628135,"SHELTON, CHARLES M. FEE",04537,4,2120,GOOSE CREEK,HARRIS,260846,2020-01-02,566157,Enf,,55
09,00934818,3,MSB OPERATING,518696,"TURBEVILLE, J. H. -F-",20773,10A,1555,"TURBEVILLE(GUNSIGHT, LO.)",ARCHER,272196,2019-08-28,516298,Enf,,38
09,00934822,3,MSB OPERATING,518696,"TURBEVILLE, J. H. -F-",20773,6A,1525,"TURBEVILLE(GUNSIGHT, LO.)",ARCHER,272196,2019-10-07,532551,Enf,,38
09,00937554,3,MSB OPERATING,518696,"TURBEVILLE, J. H. -F-",28585,2,3860,HULL-SILK-SIKES (3800),ARCHER,272197,2020-05-04,624860,Enf,,38
09,00937553,2H,MSB OPERATING,518696,"TURBEVILLE, J. H. -F-",28585,3,3850,HULL-SILK-SIKES (3800),ARCHER,272197,2020-05-04,624860,Enf,,38
09,00913022,3,MSB OPERATING,518696,"TURBEVILLE, J. H., -N-",09662,3,1483,ARCHER COUNTY REGULAR,ARCHER,272199,2019-10-10,534452,Enf,,38
09,00939137,3,MSB OPERATING,518696,"TURBEVILLE, J. H. -F-",00536,14A,1500,ARCHER COUNTY REGULAR,ARCHER,272202,2020-05-04,624861,Enf,,38
09,00934479,3,MSB OPERATING,518696,"TURBEVILLE, J. H. -F-",00536,4A,1536,ARCHER COUNTY REGULAR,ARCHER,272202,2020-05-04,624861,Enf,,38
09,00912996,2,MSB OPERATING,518696,"TURBEVILLE, J. H. -F-",00536,1,1453,ARCHER COUNTY REGULAR,ARCHER,272202,2020-05-04,624861,Enf,,38
09,00934258,2H,MSB OPERATING,518696,"TURBEVILLE, J. H. -F-",00536,2A,1490,ARCHER COUNTY REGULAR,ARCHER,272202,2020-05-04,624861,Enf,,38
09,00934259,3,MSB OPERATING,518696,"TURBEVILLE, J. H. -F-",00536,3A,1480,ARCHER COUNTY REGULAR,ARCHER,272202,2020-05-04,624861,Enf,,38
09,00982014,3,MSB OPERATING,518696,"TURBEVILLE, J. H. -F-",00536,10,4946,ARCHER COUNTY REGULAR,ARCHER,272202,2020-05-04,624861,Enf,,38
09,00982995,2,MSB OPERATING,518696,"TURBEVILLE, J. H. -C- NCT-1",00766,19,4946,ARCHER COUNTY REGULAR,ARCHER,272204,2021-03-30,758568,Enf,,38
02,12331381,3,"CAMOIL, INC.",127449,"CARTER, A. J. III",117081,1,5280,THOMASTON (YEGUA 5200),DE WITT,272225,2020-09-03,681289,Enf,,27
01,05580424,2,SHALE OPERATING CO.,768690,"WATSON, J. P.",01445,4,1077,SALT FLAT,CALDWELL,269617,2021-04-07,760459,,,309
01,18733350,,B.O. OIL COMPANY,040830,TURNER,03965,4B,2400,DUNLAP,GUADALUPE,,,,,,16
09,00984256,2,APACHE PRODUCTION COMPANY,027237,"KEMPNER """"A""""",10135,1,4946,ARCHER COUNTY REGULAR,ARCHER,272864,2020-08-25,676015,Enf,,33
09,00984261,2H,APACHE PRODUCTION COMPANY,027237,"KEMPNER """"A""""",10135,8,4946,ARCHER COUNTY REGULAR,ARCHER,272864,2020-08-25,676015,Enf,,33
09,00905167,2H,APACHE PRODUCTION COMPANY,027237,"KEMPNER """"A""""",10135,2,1502,ARCHER COUNTY REGULAR,ARCHER,272864,2020-08-25,676015,Enf,,33
09,00932221,2,APACHE PRODUCTION COMPANY,027237,"FERGUSON """"AA""""",11083,47,4946,ARCHER COUNTY REGULAR,ARCHER,272865,2021-02-02,741351,Enf,,33
09,00986488,2,APACHE PRODUCTION COMPANY,027237,"FERGUSON """"BB""""",16544,1,4946,ARCHER COUNTY REGULAR,ARCHER,272876,2021-01-21,734674,Enf,,33
09,00930483,2,APACHE PRODUCTION COMPANY,027237,"FERGUSON """"BB""""",16544,3,1810,ARCHER COUNTY REGULAR,ARCHER,272876,2021-01-20,733473,Enf,,33
09,00986492,2,APACHE PRODUCTION COMPANY,027237,"FERGUSON """"BB""""",16544,4,4946,ARCHER COUNTY REGULAR,ARCHER,272876,2021-01-22,734673,Enf,,33
09,00932905,2,APACHE PRODUCTION COMPANY,027237,"FERGUSON """"BB""""",16544,5B,4946,ARCHER COUNTY REGULAR,ARCHER,272876,2021-01-20,733473,Enf,,33
7B,05932237,2,SWEET TEXAS T ENERGY LLC,833255,"RAMSEY, MARY """"A""""",14954,1,614,CALLAHAN COUNTY REGULAR,CALLAHAN,273297,2020-05-18,633130,Enf,,39
7B,05920009,3,SWEET TEXAS T ENERGY LLC,833255,"RAMSEY, MARY """"A""""",14954,W7,634,CALLAHAN COUNTY REGULAR,CALLAHAN,273297,2020-05-18,633130,Enf,,39
7B,05932305,3,SWEET TEXAS T ENERGY LLC,833255,"RAMSEY, MARY """"A""""",14954,5,620,CALLAHAN COUNTY REGULAR,CALLAHAN,273297,2020-11-12,709965,Enf,,39
7B,05907889,2H,SWEET TEXAS T ENERGY LLC,833255,"RAMSEY, MARY """"A""""",14954,W4,612,CALLAHAN COUNTY REGULAR,CALLAHAN,273297,2020-05-18,633130,Enf,,39
7B,05980168,2,SWEET TEXAS T ENERGY LLC,833255,"RAMSEY, MARY """"A""""",14954,10,611,CALLAHAN COUNTY REGULAR,CALLAHAN,273297,2020-11-12,709965,Enf,,39
7B,05930051,3,SWEET TEXAS T ENERGY LLC,833255,"RAMSEY, MARY """"A""""",14954,12,630,CALLAHAN COUNTY REGULAR,CALLAHAN,273297,2020-05-18,633130,Enf,,39
06,20330746,2,IPACT,425810,"WINSTON, W. T.",10969,1,9248,SWANSON LANDING (RODESSA HILL),HARRISON,272301,2021-01-05,727780,,,133
06,20331239,2,IPACT,425810,"WINSTON, W. T.",10969,2,6306,SWANSON LANDING (RODESSA HILL),HARRISON,272301,2020-12-07,717733,,,133
01,05534573,2,DELANEY OIL AND GAS COMPANY,210850,"JOHNSON, E.F.",13829,1,1330,FENTRESS (1750),CALDWELL,273959,2020-11-18,712580,Enf,,266
01,05534574,2,DELANEY OIL AND GAS COMPANY,210850,"JOHNSON, E.F.",13829,2,1502,FENTRESS (1750),CALDWELL,273959,2020-11-18,712580,Enf,,266
01,16331538,3,GINCO OPERATING CO.,307228,"BOOTH, F. I. -C-",05255,3,6995,PEARSALL (AUSTIN CHALK),FRIO,273964,2020-11-06,708348,Enf,,303
01,16331046,3,GINCO OPERATING CO.,307228,"BOOTH, F. I. -C-",05255,2,6975,PEARSALL (AUSTIN CHALK),FRIO,273964,2020-11-06,708348,Enf,,303
01,16330580,3,WOOLDRIDGE OIL & GAS,940466,"CULPEPPER, CURTIS L.",05104,1H,7020,PEARSALL (AUSTIN CHALK),FRIO,273965,2020-11-24,714534,Enf,,214
08,22700820,2,HARTOIL CORPORATION,362980,"PATTERSON, L. S.",08721,2W,3093,MOORE,HOWARD,,2020-09-25,690784,Enf,,22
08,22733306,3,HARTOIL CORPORATION,362980,"WILKINSON, H. H. -B-",28878,1,3315,MOORE,HOWARD,,2020-04-15,615223,Enf,,22
08,22733947,2H,HARTOIL CORPORATION,362980,"GUITAR """"B""""",30530,81,3325,MOORE,HOWARD,,2020-04-15,615226,Enf,,22
08,22733939,3,HARTOIL CORPORATION,362980,"GUITAR """"B""""",30530,91,3350,MOORE,HOWARD,,2021-02-08,744096,Enf,,22
01,01330211,2,J. D. PRODUCTION,427566,"HENKE, H. A.",066898,1,500,BELLE BRANCH,ATASCOSA,274362,2021-03-25,756586,,,500
7B,05907886,2H,SWEET TEXAS T ENERGY LLC,833255,"RAMSEY, MARY """"C""""",14956,W1,602,CALLAHAN COUNTY REGULAR,CALLAHAN,273336,2020-11-12,709963,Enf,,39
7B,05920195,2,SWEET TEXAS T ENERGY LLC,833255,"RAMSEY, MARY """"C""""",14956,11,614,CALLAHAN COUNTY REGULAR,CALLAHAN,273336,2020-11-12,709963,Enf,,39
7B,05908120,2,SWEET TEXAS T ENERGY LLC,833255,"RAMSEY, MARY """"C""""",14956,8,585,CALLAHAN COUNTY REGULAR,CALLAHAN,273336,2020-11-12,709963,Enf,,39
7B,05907890,2H,SWEET TEXAS T ENERGY LLC,833255,"RAMSEY, MARY """"C""""",14956,W5,612,CALLAHAN COUNTY REGULAR,CALLAHAN,273336,2020-11-12,709963,Enf,,39
05,28930293,4,"TEXAS SOUTHERN RESOURCES, INC.",848014,"BLACK, W. D. -B-",02063,2,5981,"RED OAK, SOUTH (SUB-CLARKSVILLE)",LEON,,2020-10-27,704264,Enf,,291
02,25500104,2H,WOOD ENERGY INC.,936795,"KAINER, CHARLES G.",047846,2,11193,PERSON (EDWARDS),KARNES,275923,2020-10-27,704171,Enf,,427
03,70330394,,BLACK ELK ENERGY OFFSHORE OP LLC,073161,TEXAS GULF #57686,179563,1-U,7765,COVE (ME ZONE),MATGRDA IS-LB,,,,,,39
7B,41738459,4,"ATWELL TECHNICAL SERVICES, INC.",036634,"PITTMAN, LAVER """"572""""",24804,13,650,SHACKELFORD COUNTY REGULAR,SHACKELFORD,,2019-09-19,526055,Enf,,26
7B,41737132,4,"ATWELL TECHNICAL SERVICES, INC.",036634,"PITTMAN, LAVER """"572""""",24804,1,4700,SHACKELFORD COUNTY REGULAR,SHACKELFORD,,2019-09-19,526055,Enf,,26
7B,41738891,4,"ATWELL TECHNICAL SERVICES, INC.",036634,"PITTMAN, LAVER """"572""""",24804,14,548,SHACKELFORD COUNTY REGULAR,SHACKELFORD,,2019-09-19,526055,Enf,,26
7B,41737761,4,"ATWELL TECHNICAL SERVICES, INC.",036634,"PITTMAN, LAVER """"572""""",24804,9,498,SHACKELFORD COUNTY REGULAR,SHACKELFORD,,2019-09-19,526055,Enf,,26
01,02980102,,"KERR, JONATHAN ALLAN",457651,DIAZ,00564,2,250,ESPADA MISSION,BEXAR,,,,Enf,,401
05,28931661,,"WEATHERLY OIL & GAS, LLC",902815,LION HEART,246785,1,20200,HILLTOP RESORT (BOSSIER),LEON,,,,Enf,,21
04,42733858,4,"SOUTH TEXAS PETROLEUM, LLC",803033,"FUENTES, J. R.",02314,6,5010,RICABY,STARR,,2020-08-21,674495,,,68
01,49332408,3,"SR OIL AND GAS, L.L.C.",810831,"PLOCH, MARY R. TRUST",14013,1,3210,SASPAMCO,WILSON,,2020-10-30,705581,,,87
7B,41782380,4,"CLOUD, J. W., ETAL",161290,"MATTHEWS, J. A.",07630,3,80,SHACKELFORD COUNTY REGULAR,SHACKELFORD,,2020-10-26,703686,,,500
7B,41782378,4,"CLOUD, J. W., ETAL",161290,"MATTHEWS, J. A.",07630,1,80,SHACKELFORD COUNTY REGULAR,SHACKELFORD,,2020-10-26,703686,,,500
7B,41781004,3,"BROOKS, L. W., JR.",097240,"DAVIS, G. R. -B-",03418,3,80,SHACKELFORD COUNTY REGULAR,SHACKELFORD,,2020-10-26,703684,,,500
03,70330041,,BLACK ELK ENERGY OFFSHORE OP LLC,073161,TEXAS GULF # 57686,064597,8,8236,COVE (ME ZONE),MATGRDA IS-LB,,,,,,39
03,70330377,,BLACK ELK ENERGY OFFSHORE OP LLC,073161,TEXAS GULF 57686,161302,12-U,8113,COVE (ME ZONE),MATGRDA IS-LB,,,,,,39
01,18703409,,B.O. OIL COMPANY,040830,TURNER,03965,3,2045,DUNLAP,GUADALUPE,,,,,,16
04,21532584,,NORTHERN PACIFIC OIL INCORPORATD,614521,BEAURLINE,173667,1,14507,"MCALLEN RANCH (VKSBG L-V, N CONS",HIDALGO,,,,,,500
08,10303249,3,"ROYALTY RESOURCES, L.L.C.",732124,"CONNELL, W. E. EST.",08301,2,3520,C-BAR (SAN ANDRES),CRANE,264157,2020-04-15,616320,Enf,,39
05,28931743,1,"WEATHERLY OIL & GAS, LLC",902815,"SMITH, BRYAN",241907,1,12441,EUNICE (TRAVIS PEAK),LEON,269236,2021-02-03,739827,Enf,,21
6E,18331319,2H,"M-C PRODUCTION & DRILLING CO,INC",518063,"SNODDY, THAD /JAMES/",07245,1R,3675,EAST TEXAS,GREGG,264878,2019-03-22,455168,Enf,,38
6E,18387112,2H,"M-C PRODUCTION & DRILLING CO,INC",518063,"SNODDY, T.",07994,1,3650,EAST TEXAS,GREGG,264896,2021-03-11,752163,Enf,,38
6E,18387114,2H,"M-C PRODUCTION & DRILLING CO,INC",518063,"SNODDY, T.",07994,1B,3650,EAST TEXAS,GREGG,264896,2021-03-11,752163,Enf,,38
8A,41504815,2H,"BYNG ENERGY GROUP, INC.",118732,"WINSTON BROS. """"A""""",03130,6,6795,KELLY-SNYDER,SCURRY,266656,2020-12-30,726225,Enf,,26
7C,46130112,3,"BUSTOS, MARTIN OIL",112687,"HYATT, JACIE",05645,2,2110,C-M-R (GRAYBURG),UPTON,266737,2017-07-13,237453,Enf,,76
7C,23510025,2,"GANTER DEVELOPMENT, INC.",293935,"SUGG, ELA C.",04446,2A,3838,NATHAN MILLER (CLEAR FORK 3825),IRION,266797,2020-06-04,640228,Enf,,38
7C,23510038,2H,"GANTER DEVELOPMENT, INC.",293935,"SUGG, ELA C.",04446,1,3872,NATHAN MILLER (CLEAR FORK 3825),IRION,266797,2020-06-04,640228,Enf,,38
01,18732400,2H,"THRALL OPERATING COMPANY, INC.",857150,"MCEVER,C.D. -D-",09068,7,2605,KENS (SERPENTINE),GUADALUPE,268239,2021-03-30,757877,Enf,,238
8A,16900491,2H,"LAVACA RIVER OPERATING CO., LLC",489720,"REED, J. S. """"B""""",61328,8,2455,DORWARD,GARZA,270816,2021-01-05,727302,Enf,,46
8A,16900482,2H,"LAVACA RIVER OPERATING CO., LLC",489720,"REED, J. S. """"B""""",61328,6,2536,DORWARD,GARZA,270816,2021-01-05,727302,Enf,,46
8A,16931196,2H,"LAVACA RIVER OPERATING CO., LLC",489720,"REED, J. S. """"B""""",61328,9,2605,DORWARD,GARZA,270816,2021-01-05,727302,Enf,,46
8A,16900467,2H,"LAVACA RIVER OPERATING CO., LLC",489720,"REED, J. S. """"B""""",61328,3,2534,DORWARD,GARZA,270816,2021-01-05,727302,Enf,,46
8A,16901866,2H,"LAVACA RIVER OPERATING CO., LLC",489720,"ROY, W. V.-MOBIL",61333,2W,2620,DORWARD,GARZA,271056,2021-02-26,747212,Enf,,46
8A,16900192,2H,"LAVACA RIVER OPERATING CO., LLC",489720,"ROY, W. V.-MOBIL",61333,3W,2585,DORWARD,GARZA,271056,2021-02-26,747212,Enf,,46
8A,16900477,2H,"LAVACA RIVER OPERATING CO., LLC",489720,"REED """"A""""",61327,5,2578,DORWARD,GARZA,271376,2019-12-12,560640,Enf,,46
05,22300099,2H,"NBI SERVICES, INC.",601352,"WORSHAM, JEFF M.",01089,4,4500,SULPHUR BLUFF,HOPKINS,271888,2021-03-16,754142,Enf,,25
